Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Nucleolus (GO:0005730),59/771,0.04102110411540715,1.5856315077357492,10.831852800543325,CCNT1;TMEM179B;GEMIN2;FMR1;SPPL2B;PRDM5;HJURP;RBPJ;TENT4B;SMG6;CDC14B;PPP1CC;TRIM68;NUSAP1;SPG11;DDX11;MTUS1;TERF1;ZFX;DDX50;SIRT2;UCHL5;METTL22;TRAF7;ILF3;SHQ1;TUT1;WDFY3;KIF20B;MEAF6;PNKP;AKAP8;FXR1;TCOF1;DHX33;ATXN1L;CAMTA1;BNIP2;UTP20;ZC3H14;EXOSC1;DEDD;PLK4;SUZ12;TAF15;KRR1;UPF3B;APTX;FANCG;POLA1;WEE1;STAG2;ZZZ3;SNX15;TTC3;MDM2;RGS12;ZCCHC4;CUTC,Ubr5,1014,GO_Cellular_Component_2023
RNA Binding (GO:0003723),129/1411,1.0977972184355628e-7,1.9458748809470978,43.59385563896499,EIF4A2;TCERG1;DBR1;TFRC;RTCA;FMR1;SPPL2B;GPATCH4;RPL10A;VIRMA;GPATCH8;EIF4ENIF1;PPP1CC;ALKBH1;NUSAP1;FBRSL1;MTPAP;RARS2;SRRM2;ABT1;MBNL1;TYW5;SECISBP2;DDX11;PUS1;ALG13;NOSIP;PRPF4B;GTPBP1;ILF3;HNRNPUL1;ZC3H11A;SRFBP1;ANKRD17;MACF1;PRKRIP1;RTF1;GIGYF2;RTN4;RCC1L;MTDH;HNRNPDL;ERI3;SERPINH1;SAFB2;GCN1;MARK2;SRPK2;TIA1;UBE2I;ZRANB2;RBPMS;PYM1;LSM1;UPF3B;HELZ;PUM1;PUM2;CNOT4;TBL2;AGO2;NOL12;EIF4G1;RBM25;AKAP8L;ADAR;BRCA1;ZCCHC17;FARS2;MRPL9;LRRFIP1;METTL16;RBM5;EIF5A;PABPC4;RBM18;RBM19;SPATS2;PRPF40B;DARS2;TRNAU1AP;PPRC1;DDX50;REXO4;UCHL5;DUS2;SARS2;PKM;SLTM;NOA1;ESRP1;RBM47;STAU1;DDX25;AKAP8;RRBP1;ADD1;TBRG4;MTHFSD;GANAB;UNK;TCOF1;FIP1L1;TRA2A;FLNB;CFAP20;EXOSC1;TEFM;PTCD3;RBM39;TRMT10B;MYEF2;YTHDF3;KRR1;MCRS1;ELP1;ADAT1;RSRC2;NOC3L;TPD52L2;APTX;TARBP2;KTN1;NAP1L4;ZYX;ACIN1;R3HDM1;TNRC6A;R3HDM2,Wt1,1043,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),33/240,1.0285365238238378e-4,2.959535083943177,44.00083587288267,HDAC4;UHRF2;RNF14;MGRN1;BRCA1;ZNRF1;RNF115;RNF214;UBE2Q2;ARIH2;MARCHF8;BTRC;FBXO9;ATG5;UBE2F;HACE1;UBE2I;UBE2B;FBXW11;WWP1;TOPORS;PJA2;CHFR;RNF41;RNF146;CNOT4;TRAF7;ITCH;TTC3;RNF181;MDM4;BCOR;FBXL5,Wt1,1043,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),28/199,3.2809321329833717e-4,3.0306110102843316,40.31326857021215,USP6NL;GARRE1;MAPKAP1;DOCK7;ARHGAP1;GCC2;CIB1;STRN3;AKAP13;GGA1;AP3M1;GOLGA4;AP1G1;DNM1L;GIT1;HACE1;ANKRD27;DAPK3;ARHGEF16;TSC2;MYO9B;CYRIB;RNF41;MYO1C;PEX5;RAB3GAP2;RIN3;ULK1,Wt1,1043,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),30/225,3.315848843869139e-4,2.849419090287797,37.05315783549299,USP6NL;STOML2;GARRE1;MAPKAP1;DOCK7;ARHGAP1;GCC2;CIB1;RASIP1;STRN3;AKAP13;GGA1;AP3M1;GOLGA4;AP1G1;DNM1L;GIT1;HACE1;ANKRD27;DAPK3;ARHGEF16;TSC2;MYO9B;CYRIB;RNF41;MYO1C;PEX5;RAB3GAP2;RIN3;ULK1,Wt1,1043,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),37/319,5.342799710880051e-4,2.435652045175754,29.904084894120462,MACF1;PDXDC1;SRC;CTNND1;ARHGAP1;ASAP1;CLINT1;GIGYF2;RTN4;ADD1;SLC9A3R2;PDLIM1;LIMA1;ARVCF;BAIAP2L1;MPRIP;STK38;PACSIN2;FLNB;LRRFIP1;EMD;EPS15;GCN1;MARK2;TMPO;UNC45A;CEMIP2;ARHGEF16;EPS15L1;HCFC1;KTN1;EPN2;PPFIBP1;PKM;ABI1;NUMB;PHLDB2,Wt1,1043,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),44/412,5.342799710880051e-4,2.2248226487356924,26.967647728570395,UHRF2;RNF14;MGRN1;LTN1;CBLB;UBR1;BRCA1;UBE2J2;RNFT1;UBE2J1;ZNRF1;RNF115;RNF214;RNF138;UBE2Q2;ARIH2;MARCHF8;TRIM26;RFFL;BTRC;RNF111;FBXO9;HACE1;UBE2B;FBXW11;WWP1;PEX2;TOPORS;PJA2;CHFR;RNF41;RNF146;CNOT4;TRAF7;ITCH;RNF149;TTC3;RNF181;MDM4;TRIP12;BCOR;FBXL5;RNF121;TAF1,Wt1,1043,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),12/54,0.0014340385657456056,5.241790217541915,57.55368598120622,SETD5;SUV39H2;METTL22;SETD2;KMT5C;EHMT2;SETD6;EHMT1;KMT5B;KMT5A;EEF1AKMT2;EZH2,Wt1,1043,GO_Molecular_Function_2023
Lysine N-methyltransferase Activity (GO:0016278),8/25,0.0019136059153365382,8.611537368570616,90.91846334610774,METTL22;SETD2;EHMT2;SETD6;EHMT1;KMT5A;EEF1AKMT2;EZH2,Wt1,1043,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),35/342,0.007478236901078327,2.1093467245747375,19.146455485466426,PRKAA1;STK11;IRAK1;CHEK1;STK38;PHKG2;TLK1;MAP4K5;MAP3K7;MARK3;MARK2;BRD4;MAP2K6;SRPK2;CHUK;RIPK2;LIMK2;DAPK3;PRKCD;CDC7;PRPF4B;VRK1;OXSR1;PRKAB1;CLK4;MAPK12;CLK2;CLK1;MELK;RPS6KB2;ULK1;SIK2;CSNK1G2;CAMK1G;TAF1,Wt1,1043,GO_Molecular_Function_2023
Kinase Binding (GO:0019900),43/460,0.0094898123678994,1.911798561151079,16.6964585934972,ATF2;DGKD;TFRC;CAB39;MAPKAP1;PRKRIP1;WWC2;PRKAG2;PTPRK;FOXM1;EIF4ENIF1;PPP1CC;RACGAP1;IRAK1;RNF138;PDCD10;CHP1;RICTOR;RFFL;SPG11;CDK5RAP2;MAP2K6;MAP2K3;PARP6;TCF7L2;PPP1R12A;STRADA;PRKCD;TPRKB;AP1B1;ADAM10;VRK1;RAD23A;OXSR1;ATG13;PRKAB1;PTK2;TBL2;DLG3;DNAJA3;ANKRA2;ARHGEF7;RAD9A,Wt1,1043,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),25/228,0.01996800023954857,2.268768085785903,17.910007349447895,HDAC4;ATF2;TCERG1;HDAC5;UHRF2;SETD6;RBPJ;ADD1;MTDH;NRIP1;CPNE1;RBBP8;UBXN7;BBS5;GTF2I;TCF7L2;TBP;DNMT3A;NCOR1;CREB1;TADA3;TAF4B;TACC2;TCF3;TAF1,Wt1,1043,GO_Molecular_Function_2023
Double-Stranded RNA Binding (GO:0003725),11/65,0.024236021487194934,3.731212316968131,28.40734168221547,DUS2;MBNL1;ILF3;TFRC;PRKRIP1;AGO2;ADAR;LRRFIP1;APTX;TARBP2;MTDH,Wt1,1043,GO_Molecular_Function_2023
Histone H3K9 Methyltransferase Activity (GO:0046974),4/9,0.030530913146354585,14.592492781520694,104.99648459369938,SETD5;SUV39H2;EHMT2;EHMT1,Wt1,1043,GO_Molecular_Function_2023
"Phosphatidylinositol-3,5-Bisphosphate 3-Phosphatase Activity (GO:0052629)",4/9,0.030530913146354585,14.592492781520694,104.99648459369938,MTMR3;MTMR14;MTMR4;MTMR7,Wt1,1043,GO_Molecular_Function_2023
Tubulin Binding (GO:0015631),31/322,0.030530913146354585,1.9648954810317427,14.067456094545898,CEP57;SETD2;FMR1;BRCA1;SKA1;RACGAP1;OPA1;HAUS8;NUSAP1;CHP1;TRAPPC14;DNM1L;EMD;GIT1;CLASP1;CDK5RAP2;APPL1;CEP295;KIF23;MACO1;HAUS6;NISCH;CCDC88A;CLIP1;HOOK2;IFT81;KIF20B;ARHGEF7;GAPDH;HDGFL3;MDM1,Wt1,1043,GO_Molecular_Function_2023
Acetylation-Dependent Protein Binding (GO:0140033),6/23,0.03223048355807403,6.446196607862046,44.99480956793121,ZZZ3;CARM1;MLLT1;MLLT3;BRD4;TAF1,Wt1,1043,GO_Molecular_Function_2023
Lysine-Acetylated Histone Binding (GO:0070577),6/23,0.03223048355807403,6.446196607862046,44.99480956793121,ZZZ3;CARM1;MLLT1;MLLT3;BRD4;TAF1,Wt1,1043,GO_Molecular_Function_2023
DNA Binding (GO:0003677),65/846,0.03591148862859649,1.5467559025841235,10.486308083025293,APP;CCNT1;MPG;FMR1;SMC5;BRCA1;RBPJ;SPATA24;SNAPC4;DNMT3B;SMARCAD1;TRIM26;GET1;LRRFIP1;YAF2;POLE;RBM5;KDM6A;SREBF1;SECISBP2;DDX11;DNMT3A;TINF2;RAD23A;REXO4;TOPORS;SIRT3;TAF6L;ILF3;MAU2;SLTM;MTF2;RARB;ZMYND11;HDAC4;BLM;KDM3A;GTF3C4;GTF3C5;WBP2;PNKP;RTF1;PDS5B;HMBOX1;RNF138;SAFB2;RBBP8;PATZ1;DEDD;BPTF;TCF7L2;TCF7L1;ATAD5;CENPX;MLH1;APTX;FANCG;NR2F6;NR4A1;TDP2;TAF4B;AUNIP;TCF3;EZH2;TAF1,Wt1,1043,GO_Molecular_Function_2023
tRNA Binding (GO:0000049),9/51,0.03591148862859649,3.919936446532191,26.501456403909074,TRMT10B;SARS2;TYW5;ALKBH1;PUS1;ELP1;DARS2;TRNAU1AP;FARS2,Wt1,1043,GO_Molecular_Function_2023
Transcription Corepressor Binding (GO:0001222),8/42,0.036639779426720386,4.301903949985792,28.62202780310096,HDAC5;EHMT2;USP11;CNOT2;MTF2;EHMT1;WIZ;EZH2,Wt1,1043,GO_Molecular_Function_2023
DNA-methyltransferase Activity (GO:0009008),3/5,0.036639779426720386,27.338942307692307,181.54491633871868,MGMT;DNMT3A;DNMT3B,Wt1,1043,GO_Molecular_Function_2023
RNA Polymerase Binding (GO:0070063),5/17,0.03738912373293672,7.604768786127168,49.99191844032061,TCERG1;CCNT2;CCNT1;BRCA1;PHRF1,Wt1,1043,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),24/239,0.04247918813076754,2.0531209347969965,13.143408816560946,CEP57;MACF1;FBXW11;FMR1;CEP295;KIF23;MACO1;HAUS6;SKA1;CCDC88A;CLIP1;RACGAP1;HOOK2;OPA1;HAUS8;NUSAP1;CHP1;KIF20B;DNM1L;GAPDH;HDGFL3;CLASP1;CDK5RAP2;MDM1,Wt1,1043,GO_Molecular_Function_2023
Phosphatidylinositol-3-Phosphate Phosphatase Activity (GO:0004438),4/11,0.04432951763189077,10.422109170906092,65.83101146138443,MTMR3;MTMR14;MTMR4;MTMR7,Wt1,1043,GO_Molecular_Function_2023
Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650),7/35,0.04508500427503413,4.56780888030888,28.588800989788293,UBE2F;UBE2I;UBE2B;UBE2Q2;UBE2J2;UBE2J1;TAF1,Wt1,1043,GO_Molecular_Function_2023
Histone H3 Methyltransferase Activity (GO:0140938),7/36,0.048090134020721195,4.410065237651445,26.8478967430133,SETD5;SUV39H2;SETD2;EHMT2;CARM1;EHMT1;EZH2,Wt1,1043,GO_Molecular_Function_2023
Histone Acetyltransferase Activity (GO:0004402),6/27,0.048090134020721195,5.217247554759608,31.73493233898074,ATF2;NAA60;SRCAP;KAT5;KAT14;TAF1,Wt1,1043,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),9/56,0.048090134020721195,3.5019959669122187,21.295286961066985,PARP6;CCNT2;CCNT1;KAT5;CAB39;CAB39L;STRADA;RICTOR;GCN1,Wt1,1043,GO_Molecular_Function_2023
DNA Repair (GO:0006281),38/291,3.6289866206341576e-4,2.795319843470395,43.405749115808895,SETD2;BLM;TEX264;MPG;FMR1;PNKP;CIB1;BRCA1;PDS5B;KAT5;ALKBH1;CHEK1;EP400;RBBP8;KMT5B;ATRIP;POLE;SLC30A9;CENPX;UBE2B;MGMT;KMT5C;ASCC1;USP3;ACTR5;XRCC3;RECQL;RAD23A;CHD1L;MLH1;FANCE;APTX;FANCG;REXO4;TDP2;UBE2V2;RHNO1;RAD9A,Wt1,1043,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),70/711,3.6289866206341576e-4,2.0556908607279545,31.392330244545303,APP;PTPRS;CCNT1;JADE1;PRKAG2;PLOD2;PTPRK;CDC14B;PPP1CC;STK11;CHEK1;TLK1;BTRC;ILKAP;PPP1R12A;COG7;TBP;CHUK;STRADA;FBXW11;DAPK3;PRKCD;PPP2R5B;ALG3;ADAM10;PRPF4B;VRK1;OXSR1;JMJD7;ATG13;PRKAB1;ILF3;MELK;CREB1;ULK1;SIK2;CSNK1G2;ATG4D;PRKAA1;MTMR3;PPM1M;MTMR4;MTMR7;PORCN;IRAK1;STK38;RCE1;MAP4K5;ATG7;MARK3;MARK2;ATG5;ST3GAL3;B3GALNT2;SRPK2;UBE2F;CDK18;ATE1;UBE2I;MCRS1;LIMK2;PTPN12;PTPN13;PTK2;CLK2;SSH1;MGAT4B;TAF4B;TAF2;TAF1,Wt1,1043,GO_Biological_Process_2023
Regulation Of Embryonic Development (GO:0045995),14/62,0.002905031795899208,5.35969387755102,68.52582019590945,ACTR5;MCRS1;RBM19;EHMT1;TLE6;UCHL5;BAG6;ZZZ3;RACGAP1;TADA3;TRIP12;PHLDB2;CLASP1;KAT14,Wt1,1043,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),29/228,0.005939216849599809,2.6958361828868207,31.496186039133622,HDAC4;SUV39H2;HDAC5;SETD2;BAZ2B;MYSM1;CECR2;KAT5;CHEK1;SMARCAD1;GET1;MTA3;BPTF;KDM6A;SRPK2;SS18;PBRM1;MCRS1;USP3;ACTR5;CHD1L;UCHL5;HCFC1;GATAD2A;TAF6L;MTF2;TRIP12;BCOR;HDGFL3,Wt1,1043,GO_Biological_Process_2023
Glycerophospholipid Biosynthetic Process (GO:0046474),18/108,0.005939216849599809,3.6813658536585367,41.900852561663854,PI4K2B;VAC14;DGKD;MTMR3;CHKA;TAMM41;MTMR14;INPPL1;MBOAT2;HDHD5;MTMR4;PIK3C2A;SELENOI;MTMR7;PTDSS1;ACP6;PIP5K1C;PI4KB,Wt1,1043,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),43/411,0.005939216849599809,2.172084239130435,24.68736591924168,USP6NL;WASHC4;APP;MGRN1;GOSR2;STXBP2;ARHGAP1;INPPL1;MIA2;MIA3;PIK3C2A;CLINT1;AP3M1;CECR2;CYTH2;GOLGA4;AP5M1;AP1G1;CPNE1;AP4S1;GPRASP1;AP5S1;ATP9B;EPS15;STX8;AKTIP;AP1B1;TSC2;RAB3IL1;EPS15L1;RBSN;EPN1;EPN2;BIN3;SNX16;HOOK2;DNAJC5;RAB13;EXOC4;CHMP3;RIN3;VPS45;CSNK1G2,Wt1,1043,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),34/298,0.005939216849599809,2.385958194431931,26.36723003546704,ANKRD17;CDC123;ANAPC16;UHRF2;JADE1;BRCA1;PTPRK;FOXM1;TBRG4;MBTD1;STK11;KAT5;CHEK1;EP400;RPRD1B;CCNL2;KAT14;MAP2K6;SRPK2;MCRS1;ACTR5;DAPK3;TSC2;RAD23A;PUM1;UCHL5;MAPK12;HCFC1;NR4A1;ZZZ3;TADA3;NF2;KIF20B;FGFR2,Wt1,1043,GO_Biological_Process_2023
Histone Modification (GO:0016570),15/81,0.005939216849599809,4.176467987265653,45.970804303184536,HDAC4;HDAC5;UBE2B;USP3;JADE1;GATAD2A;MBTD1;TAF6L;KAT5;CARM1;TADA3;EP400;TBL1X;MTA3;KAT14,Wt1,1043,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),49/500,0.005939216849599809,2.022766309609319,22.19308988196834,ATF2;APP;FLT1;CCNT1;PRKAG2;STK11;CHEK1;TLK1;MAP3K7;TBP;CHUK;STRADA;DAPK3;PRKCD;ADAM10;PRPF4B;VRK1;OXSR1;ATG13;PRKAB1;ILF3;MELK;CREB1;ULK1;SIK2;CSNK1G2;CAMK1G;PRKAA1;CAB39;SRC;IRAK1;STK38;RICTOR;MAP4K5;MARK3;MARK2;SRPK2;CDK18;LIMK2;CDC7;CLK4;PTK2;MAPK12;CLK2;CLK1;TAF4B;FGFR2;TAF2;TAF1,Wt1,1043,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),33/288,0.005996915072545556,2.3962958648806056,26.01568439700467,BLM;FMR1;PNKP;BRCA1;PDS5B;ORC6;ALKBH1;CHEK1;EP400;RBBP8;SMARCAD1;KMT5B;ATRIP;POLE;TCF7L2;UBE2B;MGMT;KMT5C;MCRS1;USP3;ACTR5;XRCC3;RECQL;REV1;DONSON;NOC3L;CHD1L;TERF2;UCHL5;FANCG;REXO4;UBE2V2;RAD9A,Wt1,1043,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),31/268,0.008024123297518905,2.419572722269475,25.333185505610484,HDAC4;NAA60;SUV39H2;HDAC5;EHMT1;BAZ2B;MYSM1;CECR2;CHEK1;SMARCAD1;GET1;MTA3;BPTF;KDM6A;SS18;PBRM1;TCF7L1;DDX11;MCRS1;ACTR5;CHD1L;UCHL5;HCFC1;GATAD2A;NAP1L4;TAF6L;ZZZ3;MTF2;BCOR;HDGFL3;EZH2,Wt1,1043,GO_Biological_Process_2023
Phosphorylation (GO:0016310),43/429,0.008475584977160161,2.0687901554404147,21.367206286020114,APP;PRKAA1;PANK2;DGKD;CCNT1;MAPKAP1;PRKAG2;HK2;STK11;IRAK1;STK38;CHEK1;TLK1;RICTOR;MAP4K5;MARK3;MARK2;SRPK2;CDK18;TBP;CHUK;STRADA;LIMK2;DAPK3;PRKCD;ADAM10;PRPF4B;VRK1;OXSR1;ATG13;PRKAB1;PTK2;CLK2;GNPTG;ILF3;MELK;CREB1;TAF4B;ULK1;SIK2;CSNK1G2;TAF2;TAF1,Wt1,1043,GO_Biological_Process_2023
Protein Modification By Small Protein Conjugation (GO:0032446),38/364,0.009228147563846734,2.16090712083753,21.96183300189438,HDAC4;ANAPC16;UHRF2;RNF14;MGRN1;COPS7B;SMC5;BRCA1;UBR1;RNF115;RNF138;ARIH2;TRIM26;NAE1;BTRC;ATG7;RNF111;FBXO9;UBE2F;SLF1;HACE1;UBE2I;UBE2B;ARRDC1;FBXW11;AKTIP;WWP1;TOPORS;PJA2;CHFR;RNF41;CNOT4;TRAF7;ITCH;UBE2V2;RNF181;MDM4;FBXL5,Wt1,1043,GO_Biological_Process_2023
Regulation Of Multicellular Organismal Development (GO:2000026),12/59,0.009559862279194675,4.682914749159048,47.0049900595307,BAG6;ZZZ3;RACGAP1;BRPF3;ACTR5;MCRS1;TADA3;EHMT1;TRIP12;MYSM1;UCHL5;KAT14,Wt1,1043,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),38/367,0.009559862279194675,2.1408580199307417,21.376106067267216,RNF14;BAG6;ZNRF1;RNF115;KAT5;ARIH2;UBXN7;TBL1X;NAE1;BTRC;RFFL;RNF111;FBXO9;ATE1;ZRANB1;HACE1;UBE2I;UBE2B;ARRDC1;FBXW11;FBXL19;WWP1;RAD23A;ARMC8;NTAN1;TOPORS;PJA2;CHFR;RNF146;CNOT4;NSFL1C;ITCH;RNF149;TTC3;CHMP3;SPOPL;TRIP12;TAF1,Wt1,1043,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),39/384,0.010944446348248668,2.0955828858479126,20.50534959682029,ATF2;BLM;FMR1;PNKP;SMC5;CIB1;BRCA1;PDS5B;ALKBH7;STK11;KAT5;ALKBH1;CHEK1;EP400;RBBP8;KMT5B;NAE1;BID;ATRIP;MAP2K6;SLF1;UBE2B;MGMT;KMT5C;DDX11;USP3;PRKCD;XRCC3;RECQL;VRK1;CHD1L;TOPORS;FANCG;REXO4;MAPK12;TRIP12;CEP63;RAD9A;TAF1,Wt1,1043,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),18/124,0.014006005210896176,3.1230372756557756,29.599382936987663,ANKRD17;SLF1;ESCO1;EHMT2;ACTR5;MCRS1;JADE1;SMC5;BRCA1;TERF2;UCHL5;CCDC88A;TAF6L;TADA3;UBE2V2;USP1;SMARCAD1;TAF2,Wt1,1043,GO_Biological_Process_2023
Protein Ubiquitination (GO:0016567),42/434,0.015452960196684977,1.9871200228343084,18.52449408411462,ANAPC16;UHRF2;RNF14;MGRN1;UBR1;BRCA1;UBE2J2;RNFT1;UBE2J1;RNF115;RNF138;ARIH2;MARCHF8;MARCHF7;TRIM26;NAE1;BTRC;RNF111;FBXO9;HACE1;UBE2B;ARRDC1;FBXW11;WWP1;PEX2;FANCE;FANCG;TOPORS;PJA2;CHFR;RNF41;RNF146;CNOT4;TRAF7;UBOX5;ITCH;UBE2V2;RNF181;MDM4;TRIP12;FBXL5;TAF1,Wt1,1043,GO_Biological_Process_2023
Signal Transduction In Response To DNA Damage (GO:0042770),11/57,0.024386785064209614,4.381972531176272,38.61382979628549,CHEK1;SESN2;DONSON;MDM4;CEP63;BID;ATRIP;MAPK12;RHNO1;MAP2K6;RAD9A,Wt1,1043,GO_Biological_Process_2023
Selective Autophagy (GO:0061912),11/58,0.025971009610349493,4.2885122876463795,37.092789347304915,RETREG3;TAFAZZIN;TEX264;PEX5;PEX2;ULK1;WDFY3;SNX7;ATG13;ATG4D;ATG5,Wt1,1043,GO_Biological_Process_2023
Regulation Of Double-Strand Break Repair (GO:2000779),14/88,0.025971009610349493,3.4717779003493288,30.027238460911036,ACTR2;SETD2;PBRM1;SLF1;MGMT;DDX11;FOXM1;MBTD1;KAT5;CHEK1;UBE2V2;EP400;TRIP12;ATRIP,Wt1,1043,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),15/100,0.0289381684740895,3.2396429388876173,27.51833991798233,USP6NL;SLC30A9;ACTR5;MCRS1;RBSN;PTK2;UCHL5;SYDE1;RHOT1;PDCD10;AKAP9;NF2;DNM1L;MARK2;ATG5,Wt1,1043,GO_Biological_Process_2023
tRNA Aminoacylation For Mitochondrial Protein Translation (GO:0070127),4/7,0.030665852452479467,24.323387872954765,204.11726958932474,SARS2;DARS2;TARS2;EARS2,Wt1,1043,GO_Biological_Process_2023
Protein K48-linked Ubiquitination (GO:0070936),12/70,0.03177405357850153,3.7925683133215156,31.530468281277344,RNF146;ZNRF1;RNF115;ITCH;HACE1;UBE2B;UBE2Q2;TTC3;ARIH2;RFFL;TOPORS;FBXO9,Wt1,1043,GO_Biological_Process_2023
Establishment Of Mitotic Spindle Localization (GO:0040001),8/34,0.035730250392880865,5.627945001858046,45.8991628518422,GPSM1;NSFL1C;KAT5;FBXW11;NUSAP1;CENPA;CLASP1;CDK5RAP2,Wt1,1043,GO_Biological_Process_2023
Organelle Organization (GO:0006996),39/418,0.03618787521061744,1.904103901018617,15.256360481575376,USP6NL;PI4K2B;STOML2;TAFAZZIN;MAPKAP1;TOR1AIP2;SNX10;MIA3;CECR2;RHOT1;OPA1;PACSIN2;LONP2;PACSIN3;RICTOR;DNM1L;EPS15;CLASP1;SEC31A;CENPT;ZRANB1;HACE1;COG7;YTHDF3;ATP8B2;COG6;COG2;PEX2;MCOLN1;FANCG;TJAP1;NSFL1C;NOA1;ADCK1;DNAJA3;RANBP10;YME1L1;CHMP3;ARHGEF7,Wt1,1043,GO_Biological_Process_2023
Response To Nutrient Levels (GO:0031667),8/35,0.03618787521061744,5.4192163177670425,43.04158309730019,PRKAA1;MAPKAP1;PRKAG2;FLNB;RICTOR;ULK1;PRKAB1;EIF4G1,Wt1,1043,GO_Biological_Process_2023
Peptidyl-Lysine Modification (GO:0018205),14/94,0.03618787521061744,3.210374149659864,25.49724481002732,HDAC4;SLF1;UBE2I;ESCO1;UHRF2;PLOD2;SMC5;PLOD1;TOPORS;SIRT3;SENP6;KAT5;NNAT;EEF1AKMT2,Wt1,1043,GO_Biological_Process_2023
Endocytosis (GO:0006897),22/189,0.03618787521061744,2.424416592867155,19.225213392252208,APP;INPPL1;TSC2;EPS15L1;PIK3C2A;CLINT1;EPN1;EPN2;AP3M1;CYTH2;DAB2;BIN3;HOOK2;PACSIN2;PPT1;RIN3;PIP5K1C;PI4KB;ATP9B;EPS15;CSNK1G2;PDLIM7,Wt1,1043,GO_Biological_Process_2023
Peptidyl-Lysine Methylation (GO:0018022),7/27,0.03618787521061744,6.397635135135135,50.66338797289825,SUV39H2;SETD2;EHMT2;SETD6;EHMT1;KMT5A;EEF1AKMT2,Wt1,1043,GO_Biological_Process_2023
Regulation Of Chromatin Organization (GO:1902275),7/27,0.03618787521061744,6.397635135135135,50.66338797289825,SETD5;MCRS1;KANSL3;TLK1;MLLT3;HCFC1;MSL1,Wt1,1043,GO_Biological_Process_2023
Organelle Assembly (GO:0070925),32/322,0.03618787521061744,2.037395545550667,16.087264529886987,FMR1;CEP164;SNX10;ASAP1;CDC14B;AP3M1;AP1G1;WDR90;POC1B;TRAPPC14;IFT57;ATG7;BBS5;CFAP20;ATG5;RAB8B;IQCB1;ACTR2;YTHDF3;AP1B1;IFT122;STAM;ATG13;WDR35;ATAT1;NSFL1C;IFT81;RP2;CHMP3;ULK1;CEP20;SSX2IP,Wt1,1043,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),13/84,0.03680158196297179,3.3572815533980584,26.349309969988234,ACTR2;PBRM1;SLF1;KMT5C;MGMT;DDX11;PNKP;FOXM1;MBTD1;KAT5;UBE2V2;EP400;KMT5B,Wt1,1043,GO_Biological_Process_2023
DNA Methylation (GO:0006306),6/20,0.03690915903311785,7.828764292602287,61.087150500237286,ZDBF2;EHMT2;DNMT3A;DNMT3B;EHMT1;GATAD2A,Wt1,1043,GO_Biological_Process_2023
Positive Regulation Of Cell Cycle Process (GO:0090068),16/118,0.03690915903311785,2.8798900280657542,22.424686995137957,DDX11;CEP295;CEP120;XRCC3;WIZ;SMC5;CDC7;KIF23;CDC14B;NSFL1C;RACGAP1;NUSAP1;NCAPD3;KIF20B;RHNO1;E2F8,Wt1,1043,GO_Biological_Process_2023
Negative Regulation Of Translation (GO:0017148),15/107,0.03748859131851034,2.992038149213331,23.16704973877922,TIA1;YTHDF3;FMR1;DAPK3;CNOT10;PUM1;GIGYF2;EIF4ENIF1;ILF3;UNK;AGO2;METTL16;GAPDH;TNRC6A;EIF4G1,Wt1,1043,GO_Biological_Process_2023
Endosomal Transport (GO:0016197),21/180,0.039534443185431416,2.4293098991987594,18.61425815438153,WASHC4;VPS29;TMEM87B;ANKRD27;DENND2A;ARHGAP1;GCC2;EPS15L1;RBSN;ARFRP1;GGA1;AP5M1;VPS50;VPS53;RAB13;CHMP3;ENTR1;SNX7;AP5S1;EPS15;PLEKHJ1,Wt1,1043,GO_Biological_Process_2023
