Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Mitotic G2/M Transition Checkpoint (GO:0044818),9/46,0.04337031610191217,4.45083381253594,33.57305502160109,RINT1;BLM;CHEK1;RBBP8;DONSON;BRCA1;NAE1;CHFR;CDC14B,Wt1,1043,GO_Biological_Process_2023
Positive Regulation Of DNA-templated Transcription (GO:0045893),91/1243,0.049497893052225427,1.4773858762254901,10.91044007059136,ATF2;APP;TCERG1;CRTC2;CCNT2;CCNT1;RNF14;AKAP8L;UBP1;CCNC;BRCA1;RBPJ;FOXM1;MYSM1;KAT5;NAMPT;NCK2;BTRC;YAF2;RNF111;GABPA;CDK5RAP2;GTF2I;EIF5A;MAP2K3;SS18;ACTR2;SREBF1;PPP1R12A;CHUK;RIPK2;FBXW11;ACTR5;PEX2;OXSR1;PPRC1;UCHL5;MSL1;HCFC1;MED22;TAF6L;ILF3;ELF2;CREB1;TFDP2;RARB;HDAC4;HDAC5;BLM;PRKAA1;KDM3A;SHC1;WBP2;ZBTB48;STXBP2;MLLT1;MLLT3;MBTD1;DEAF1;NRIP1;EP400;TASP1;APBB2;RPRD1B;TBL1X;MTA3;E2F8;BRD4;BPTF;ATF7IP;TCF7L2;PCGF5;MCRS1;IRX3;RFXANK;GATAD2A;VEGFA;MLLT10;NR4A1;DAB2;CARM1;KANSL3;AGO2;TADA3;NAA16;TCF3;AGRN;NFE2L1;TAF2;FGFR2;SSBP4,Wt1,1043,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),383/5175,4.0594742081800336e-13,1.7153573506348965,58.669396008954145,ATF2;VPS29;TCERG1;PANK2;TFRC;EHMT2;RTCA;EHMT1;CCNC;SMC5;RBPJ;GPATCH8;KAT5;ALKBH1;SPATA24;CHEK1;CPNE1;FAM53A;CCNL2;RNF111;TMPO;SRRM2;ABT1;MBNL1;COG7;ESCO1;DDX11;SLC35C2;DAPK3;PRKCD;IFRD1;RECQL;AP1B1;ARMC8;JMJD7;PRKAB1;HCFC1;NISCH;AKAP9;SRFBP1;SIK2;KIF20B;ANKRA2;RHNO1;GGNBP2;PDXDC1;SRCAP;TEX264;STXBP2;COPS7B;SDR39U1;BAZ2B;UBE2J2;UBE2J1;MTDH;PRDX5;RAB11FIP1;RACGAP1;DPH3;PATZ1;ATRIP;KAT14;SEC31A;SRPK2;CDK18;ZRANB1;HACE1;TIPARP;XRCC3;UPF3B;TMEM192;CDC7;STAM;NTAN1;PTK2;NR2F6;MLLT10;STAG1;TDP2;AGO2;PPT1;GTF2IRD1;CDIN1;PKIG;EZH2;CEP57;RPAIN;SUV39H2;SETD5;SLC35F6;SETD2;INTS14;SETD6;ZBTB8OS;SNX10;MIA3;PTPRK;BRCA1;MED15;CLINT1;ARIH2;UBXN7;NELFB;GPRASP1;GABPA;APPL1;SS18;SREBF1;GRIPAP1;PBRM1;STRADA;PABPC4;KIF23;PPRC1;RBSN;TERF2;UCHL5;TOPORS;SIRT3;MED22;TAF6L;NCOR1;SLTM;MED20;MTF2;G2E3;RARB;MOCS1;SGMS1;AKAP8;DLST;CENPA;GGA1;ARVCF;RNF138;USP1;MARCHF7;APBB2;TBL1X;EPS15;EXOSC1;NKTR;BRD4;CENPU;SLF1;TRMT10B;MYEF2;ATAD5;PCGF5;MGMT;MCRS1;MLH1;APTX;TARBP2;GATAD2A;RNF146;ITCH;SNX16;SRRD;TTC3;NBR1;ZYX;TRIP12;EEF1AKMT2;SCARB1;CRTC2;DBR1;CCNT2;DGKD;CCNT1;FMR1;CTNND1;RTKN2;JADE1;INPPL1;UBP1;CIB1;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;PAPOLA;CHP1;SMARCAD1;KMT5B;TRAPPC14;KMT5A;MTPAP;MAP3K7;GTF2I;SLC30A9;TLE1;KMT5C;FBXW11;USP3;PUS1;IPMK;ADAM10;TSC2;NOSIP;PRPF4B;VRK1;CHD1L;THOC7;TLE6;ALDH3A2;CLIP1;ILF3;MAU2;HNRNPUL1;UBE2V2;ADNP;CSNK1G2;HDGFL3;ANKRD17;BLM;PDS5B;GPATCH2L;TOR1AIP1;BAG6;HMBOX1;IRAK1;DEAF1;STK38;PACSIN2;SAFB2;AP4S1;RPRD1B;NAE1;BPTF;UBE2F;OSBPL9;TIA1;UBE2I;ANKRD27;UBE2B;BRPF3;PTCH1;LSM1;RFXANK;MACO1;FANCE;CLK4;AZIN1;CLK2;CLK1;NSFL1C;NR4A1;UBOX5;DAB2;HOOK2;P4HA1;CNOT2;TADA3;TAF4B;MDM4;TCF3;NF2;NFE2L1;FGFR2;MDM1;RAD9A;EIF4G1;RNF14;AKAP8L;CEP164;ADAR;UFSP2;FOXM1;PIK3C2A;MYSM1;HK2;RESF1;SENP6;UBE2Q2;AP1G1;PPP6R3;SNAPC4;DNMT3B;TLK1;GET1;DNM1L;METTL16;YAF2;POLE;RBM5;ILKAP;KDM6A;EIF5A;ACTR2;SUN1;TBP;CDADC1;CEMIP2;ACTR5;AKTIP;DNMT3A;PPP2R5B;RAD23A;PEX2;TRNAU1AP;OXSR1;REXO4;MSL1;EPN2;METTL22;TRAF7;ELF2;CREB1;PKM;TFDP2;SLC25A19;ESRP1;DNAJC5;SPOPL;DNAJC8;ZMYND11;GAPDH;ITGB3BP;HDAC4;LAMA5;HDAC5;VAC14;PRKAA1;RBM47;KDM3A;UHRF2;PPM1M;MGRN1;DDX25;NAA20;WBP2;PNKP;USP11;WIZ;MLLT3;CLCN3;UACA;ADD1;CECR2;ZNRF1;GANAB;NFS1;VPS53;ATXN1L;TRA2A;NRIP1;RBBP8;MTA3;ATF7IP;TCF7L2;ATE1;TCF7L1;RNGTT;EYA2;ASCC1;IRX3;LIMK2;DONSON;TPRKB;PTPN12;MCOLN1;PTPN13;PTPN14;CHFR;MAPK12;NAP1L4;WEE1;MYO1C;CARM1;DOLPP1;DNAJA3;KANSL3;ACIN1;NAA16;RGS12;BCOR;TAF2;TNRC6A;SSBP4;TAF1,Wt1,1043,GO_Cellular_Component_2023
Nucleus (GO:0005634),329/4487,2.844514491872277e-10,1.6400065076535664,44.20997075491284,ATF2;TCERG1;PANK2;EHMT2;RTCA;EHMT1;CCNC;SMC5;RBPJ;GPATCH8;KAT5;ALKBH1;SPATA24;CHEK1;CPNE1;FAM53A;CCNL2;RNF111;TMPO;SRRM2;ABT1;MBNL1;ESCO1;DDX11;DAPK3;PRKCD;IFRD1;RECQL;ARMC8;JMJD7;PRKAB1;HCFC1;SRFBP1;SIK2;KIF20B;ANKRA2;RHNO1;GGNBP2;SRCAP;TEX264;STXBP2;COPS7B;SDR39U1;BAZ2B;UBE2J2;UBE2J1;MTDH;PRDX5;RACGAP1;DPH3;PATZ1;ATRIP;KAT14;SRPK2;CDK18;ZRANB1;HACE1;TIPARP;XRCC3;UPF3B;TMEM192;CDC7;NTAN1;PTK2;NR2F6;MLLT10;STAG1;TDP2;AGO2;PPT1;GTF2IRD1;CDIN1;PKIG;EZH2;CEP57;RPAIN;SUV39H2;SETD5;SETD2;INTS14;SETD6;ZBTB8OS;SNX10;BRCA1;MED15;ARIH2;UBXN7;NELFB;GPRASP1;GABPA;APPL1;SS18;SREBF1;PBRM1;STRADA;PABPC4;KIF23;PPRC1;TERF2;UCHL5;TOPORS;SIRT3;MED22;TAF6L;NCOR1;SLTM;MED20;MTF2;G2E3;RARB;MOCS1;SGMS1;AKAP8;DLST;CENPA;ARVCF;RNF138;USP1;MARCHF7;APBB2;TBL1X;EXOSC1;NKTR;BRD4;CENPU;SLF1;TRMT10B;MYEF2;ATAD5;PCGF5;MGMT;MCRS1;MLH1;APTX;TARBP2;GATAD2A;RNF146;SRRD;TTC3;ZYX;TRIP12;EEF1AKMT2;CRTC2;DBR1;CCNT2;DGKD;CCNT1;FMR1;CTNND1;RTKN2;JADE1;INPPL1;UBP1;CIB1;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;PAPOLA;CHP1;SMARCAD1;KMT5B;KMT5A;MAP3K7;GTF2I;SLC30A9;TLE1;KMT5C;FBXW11;USP3;PUS1;IPMK;ADAM10;TSC2;NOSIP;PRPF4B;VRK1;CHD1L;THOC7;TLE6;CLIP1;ILF3;MAU2;HNRNPUL1;UBE2V2;ADNP;CSNK1G2;HDGFL3;ANKRD17;BLM;PDS5B;GPATCH2L;TOR1AIP1;BAG6;HMBOX1;IRAK1;DEAF1;STK38;SAFB2;RPRD1B;NAE1;BPTF;UBE2F;TIA1;UBE2I;UBE2B;BRPF3;LSM1;RFXANK;MACO1;FANCE;CLK4;AZIN1;CLK2;CLK1;NSFL1C;NR4A1;UBOX5;CNOT2;TADA3;TAF4B;MDM4;TCF3;NF2;NFE2L1;FGFR2;MDM1;RAD9A;EIF4G1;RNF14;AKAP8L;ADAR;UFSP2;FOXM1;MYSM1;RESF1;SENP6;UBE2Q2;PPP6R3;SNAPC4;DNMT3B;TLK1;GET1;METTL16;YAF2;POLE;RBM5;ILKAP;KDM6A;EIF5A;ACTR2;TBP;CDADC1;ACTR5;AKTIP;DNMT3A;PPP2R5B;RAD23A;TRNAU1AP;OXSR1;REXO4;MSL1;METTL22;ELF2;CREB1;PKM;TFDP2;SLC25A19;ESRP1;SPOPL;DNAJC8;ZMYND11;GAPDH;ITGB3BP;HDAC4;LAMA5;HDAC5;PRKAA1;RBM47;KDM3A;UHRF2;PPM1M;MGRN1;DDX25;NAA20;WBP2;PNKP;USP11;WIZ;MLLT3;UACA;ADD1;CECR2;NFS1;HAUS8;ATXN1L;TRA2A;NRIP1;RBBP8;MTA3;ATF7IP;TCF7L2;ATE1;TCF7L1;RNGTT;EYA2;ASCC1;IRX3;LIMK2;DONSON;TPRKB;PTPN12;PTPN13;PTPN14;CHFR;MAPK12;NAP1L4;WEE1;MYO1C;CARM1;ACIN1;NAA16;RGS12;BCOR;TAF2;SSBP4;TAF1,Wt1,1043,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),22/143,4.7573720133523565e-4,3.3542872406731368,40.99580880665849,IQCB1;CEP295;LIMK2;CDC7;HAUS6;KIF23;SKA1;HAUS2;CDC14B;ATAT1;TAF1D;ZZZ3;NCOR1;RACGAP1;TFDP2;HAUS8;TADA3;NUSAP1;TRAPPC14;TBL1X;KAT14;CLASP1,Wt1,1043,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),92/1195,0.007666813087704564,1.5659119140705064,14.335047939437839,SETD2;CCNT1;FMR1;SPPL2B;ADAR;GPATCH4;BRCA1;RBPJ;FOXM1;MYSM1;CDC14B;PPP1CC;EPB41L4A;KAT5;SH3PXD2B;NUSAP1;LRRFIP1;SPG11;CDK5RAP2;ABT1;SLC30A9;PPP1R12A;COG7;ESCO1;RIPK2;CEMIP2;CEP295;DDX11;RBM19;RECQL;SHROOM3;KIF23;VRK1;DDX50;REXO4;UCHL5;SELENOO;METTL22;TRAF7;ILF3;SHQ1;AKAP9;WDFY3;KIF20B;GAPDH;RHNO1;KANK1;MACF1;BLM;PNKP;PRKRIP1;AKAP8;ASAP1;RRBP1;PDS5B;ADD1;PDLIM1;SYCE2;TAF1D;TCOF1;RACGAP1;IRAK1;EPB41L3;ATXN1L;TRA2A;NRIP1;EXOSC1;GCN1;DEDD;E2F8;SRPK2;MYO10;ATP8B2;KRR1;MCRS1;PYM1;UPF3B;NOC3L;FANCE;MLH1;APTX;PTK2;MZT1;FANCG;STAG1;WEE1;ZZZ3;TTC3;RGS12;NF2;NOL12;TAF1,Wt1,1043,GO_Cellular_Component_2023
Endoplasmic Reticulum Tubular Network (GO:0071782),7/26,0.016358023886306396,6.734708392603129,55.04600270273761,PARP6;ARV1;RETREG3;ASPH;EMD;RTN4;RNF41,Wt1,1043,GO_Cellular_Component_2023
trans-Golgi Network (GO:0005802),26/241,0.01790535031269065,2.228588415540463,17.60758046234697,USP6NL;APP;PI4K2B;GCC2;PIK3C2A;ATP2C1;ARFRP1;GGA1;GOLGA4;AP1G1;VPS53;AP4S1;ATP9B;PLEKHJ1;SLC30A6;COG7;COG6;ATP8B2;STX8;AP1B1;COG2;TJAP1;HOOK2;SLC9A8;RAB13;LGR5,Wt1,1043,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),12/76,0.022224852770272623,3.435923860329777,25.87427581186916,MBNL1;TIA1;STAU1;RBPMS;YTHDF3;DDX25;FMR1;PABPC4;PUM1;GIGYF2;PUM2;EIF4G1,Wt1,1043,GO_Cellular_Component_2023
Clathrin Coat (GO:0030118),5/16,0.03654579129030911,8.296549308110002,57.067769504418486,EPS15L1;CLINT1;EPS15;EPN1;EPN2,Wt1,1043,GO_Cellular_Component_2023
Focal Adhesion (GO:0005925),35/387,0.03654579129030911,1.8352470012626263,12.446361790216283,FLT1;SRC;DOCK7;SLC4A2;RPL10A;ADD1;SLC9A3R2;DPP4;PDLIM1;PPP1CC;LIMA1;MPRIP;ANXA6;PACSIN2;FLOT1;CHP1;FLNB;PIP5K1C;GIT1;CLASP1;PDLIM7;ACTR2;PPP1R12A;ADAM10;KIF23;PTK2;ENAH;FERMT1;PPFIBP1;DAB2;UBOX5;ZYX;NUMB;ARHGEF7;PHLDB2,Wt1,1043,GO_Cellular_Component_2023
INO80-type Complex (GO:0097346),6/25,0.04245574382756972,5.767040552200172,37.527613872621224,SRCAP;KAT5;ACTR5;MCRS1;EP400;UCHL5,Wt1,1043,GO_Cellular_Component_2023
Cell-Substrate Junction (GO:0030055),35/395,0.04245574382756972,1.7936921296296295,11.535734019016859,FLT1;SRC;DOCK7;SLC4A2;RPL10A;ADD1;SLC9A3R2;DPP4;PDLIM1;PPP1CC;LIMA1;MPRIP;ANXA6;PACSIN2;FLOT1;CHP1;FLNB;PIP5K1C;GIT1;CLASP1;PDLIM7;ACTR2;PPP1R12A;ADAM10;KIF23;PTK2;ENAH;FERMT1;PPFIBP1;DAB2;UBOX5;ZYX;NUMB;ARHGEF7;PHLDB2,Wt1,1043,GO_Cellular_Component_2023
Endoplasmic Reticulum Membrane (GO:0005789),61/801,0.04597101994408598,1.5291971706941156,9.534241242682368,GPSM1;MOXD1;PI4K2B;MCFD2;PIGQ;SPPL2B;MIA2;PLOD2;MIA3;PLOD1;ARV1;DNM1L;SLC37A4;SLC37A3;SREBF1;CERS5;ALG14;ALG3;ALG13;MOGS;SLC35G1;ATG13;PDIA5;ALDH3A2;TMX3;ASPH;ULK1;SIK2;CERS2;RNF121;TEX264;GOSR2;HPN;DNAJC25;UBE2J2;PLD3;RTN4;SELENOI;UBE2J1;MTDH;LMF1;NRAS;PORCN;PTDSS1;RCE1;SEC31A;MPDU1;SEC11C;B3GALNT2;SEC24B;PNPLA8;MBOAT2;MACO1;KTN1;TBL2;G6PC3;DOLPP1;RAB3GAP2;TMEM39A;COPG2;SEC24C,Wt1,1043,GO_Cellular_Component_2023
trans-Golgi Network Membrane (GO:0032588),13/100,0.04597101994408598,2.7375292936056246,16.930730757197,USP6NL;APP;SLC30A6;COG7;COG6;AP1B1;COG2;ARFRP1;AP1G1;SLC9A8;VPS53;AP4S1;LGR5,Wt1,1043,GO_Cellular_Component_2023
RNA Binding (GO:0003723),108/1411,1.1885143854637716e-8,2.1664009500815076,53.076564425643944,EIF4A2;DBR1;HNRNPR;RPL10A;VIRMA;ALKBH1;LUC7L;UBAP2L;CAST;RARS2;RBFOX2;TYW5;SCAF11;SECISBP2;PUS1;CIRBP;NOSIP;ZCRB1;ILF3;ZC3H11A;AARS2;MAZ;RTF1;RCC1L;HNRNPDL;PCBP2;ERI3;G3BP2;SAFB2;LTA4H;PRPF38B;TIA1;XRCC6;CHTOP;ZRANB2;CLK3;LSM2;SRPK1;SETX;EIF5;FUBP3;MKRN2;RNPS1;EIF4G3;RPS24;EIF4G1;RBM25;AKAP8L;YBX1;ZCCHC17;PTBP1;DGCR8;LRRFIP1;RBM34;RBM7;UTP14A;RBM5;PSTK;CLUH;DDX55;ZFR;RBM19;DARS2;PPHLN1;TRNAU1AP;MRPL45;REXO4;PKM;SLTM;CSDE1;ESRP1;RPUSD3;HNRNPH2;EIF4E2;LUC7L2;FYTTD1;STAU1;SRF;SRRT;AKAP8;MTIF2;SAMHD1;GANAB;UNK;TCOF1;FIP1L1;POLR2A;TRA2A;CTNNA1;FLNA;SRSF11;PTCD3;RBM39;MYEF2;KRR1;MCRS1;RSRC2;TPD52L2;CDK11B;TARBP2;KTN1;SEC23IP;HNRNPA2B1;ZYX;ACIN1;UBAP2;TNRC6A;FAM50A,Ybx1,793,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),26/225,2.774371257308528e-4,3.237884336938932,44.51661272402431,MAPKAP1;ARHGAP1;RHOBTB3;CIB1;YBX1;STRN3;GGA1;AP3M1;GOLGA4;DENND10;RCC1;FLNA;ERC1;TNPO3;RALBP1;ANKRD27;TSC2;GAPVD1;CYRIB;LSM2;IFT20;ABI2;RRAGB;ATG16L1;RAB34;ARHGEF2,Ybx1,793,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),23/199,7.615523382410332e-4,3.2298775088547815,39.83551096648222,RALBP1;ANKRD27;MAPKAP1;ARHGAP1;RHOBTB3;TSC2;CIB1;GAPVD1;CYRIB;LSM2;STRN3;IFT20;GGA1;AP3M1;GOLGA4;ABI2;RAB34;DENND10;RCC1;FLNA;ARHGEF2;ERC1;TNPO3,Ybx1,793,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),11/54,9.270532092390556e-4,6.269077499553917,74.28298335324321,SETD5;SUV39H2;KMT2D;EHMT2;SETD6;NSD2;SMYD2;EHMT1;KMT5B;KMT5A;EEF1AKMT2,Ybx1,793,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),12/68,0.0013614140298262706,5.254527162977867,59.06980414815638,KMT2E;MBTD1;SUZ12;ZZZ3;ZMYND8;MTF2;PWWP2A;SGF29;LRWD1;NCAPD3;JMJD7;MPHOSPH8,Ybx1,793,GO_Molecular_Function_2023
DNA Binding (GO:0003677),59/846,0.001533336393611496,1.8813554040626115,20.465788539979453,APP;MPG;JMJD1C;MCM10;CTCF;SMC6;YBX1;RBPJ;PTBP1;RUVBL2;EP300;SMARCAD1;TRIM26;LRRFIP1;POLE;RBM5;POLG;SECISBP2;APLP2;DNTTIP1;RAD23A;REXO4;MMS22L;ILF3;SLTM;KAT6A;MTF2;HDAC4;KMT2D;BLM;KDM3A;MAX;PNKP;SRRT;RTF1;RNF4;SAMHD1;SBNO1;POLR2A;PCBP2;SAFB2;RBBP8;PMS2;PMS1;NHEJ1;DEDD;CTC1;SUZ12;SMAD2;TCF7L2;XRCC6;TCF7L1;USF2;GTF2H4;SETX;TFAP4;FUBP3;IMPDH1;QRICH1,Ybx1,793,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),12/71,0.001533336393611496,4.9865665487532285,53.78661773665479,KMT2E;MBTD1;SUZ12;ZZZ3;ZMYND8;MTF2;PWWP2A;SGF29;LRWD1;NCAPD3;JMJD7;MPHOSPH8,Ybx1,793,GO_Molecular_Function_2023
Histone H3 Methyltransferase Activity (GO:0140938),8/36,0.004311730525988016,6.980527752502275,67.144846800939,KMT2E;KMT2D;SETD5;SUV39H2;EHMT2;NSD2;SMYD2;EHMT1,Ybx1,793,GO_Molecular_Function_2023
Histone H3K9 Methyltransferase Activity (GO:0046974),4/9,0.01519252967121178,19.469708491761725,160.46214813633827,SETD5;SUV39H2;EHMT2;EHMT1,Ybx1,793,GO_Molecular_Function_2023
Lysine N-methyltransferase Activity (GO:0016278),6/25,0.017677498983487448,7.699324550257473,61.19120369396465,EHMT2;SETD6;SMYD2;EHMT1;KMT5A;EEF1AKMT2,Ybx1,793,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),24/282,0.017677498983487448,2.2921946351347264,18.016626131494135,FYTTD1;CHTOP;TIA1;RBM25;RBFOX2;CLUH;MYEF2;SECISBP2;CIRBP;HNRNPR;PTBP1;UNK;PKM;FUBP3;ESRP1;PCBP2;HNRNPA2B1;G3BP2;LUC7L;RNPS1;EIF4G3;RBM5;LUC7L2;EIF4G1,Ybx1,793,GO_Molecular_Function_2023
Single-Stranded DNA Binding (GO:0003697),12/96,0.017677498983487448,3.4978964697274555,27.292197028131014,CTC1;MMS22L;BLM;FUBP3;PCBP2;PMS2;MCM10;RAD23A;SMC6;RTF1;SAMHD1;REXO4,Ybx1,793,GO_Molecular_Function_2023
Tubulin Binding (GO:0015631),26/322,0.02017177727614066,2.1657123224919834,16.43867769562949,CEP57;SPAST;OPA1;HAUS8;STMN1;TOGARAM1;CDK5RAP2;APPL1;ENKD1;CLASP2;KIF23;MACO1;HAUS6;DNM2;EML4;NISCH;TTLL4;CDK5;HOOK2;IFT81;PRC1;REEP3;TBCE;ARHGEF2;ARHGEF7;GAPDH,Ybx1,793,GO_Molecular_Function_2023
DNA Replication Origin Binding (GO:0003688),4/13,0.047822724812400505,10.814251513871286,71.72856176492492,ORC5;ORC1;ORC2;MCM10,Ybx1,793,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),20/239,0.047822724812400505,2.2432909792246303,14.73787253970767,CEP57;FBXW11;KIF23;MACO1;HAUS6;DNM2;EML4;SPAST;CDK5;HOOK2;OPA1;HAUS8;PRC1;REEP3;TOGARAM1;ARHGEF2;GAPDH;CDK5RAP2;ENKD1;CLASP2,Ybx1,793,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),20/240,0.047822724812400505,2.2329765964953547,14.558046110266703,UBE2F;HDAC4;MARCHF2;AREL1;UBE2B;UHRF2;FBXW11;SMURF1;RNF14;UBR3;UBE3A;RNF4;FBXW2;TRAF7;ATG16L1;TTC3;UBA3;RBCK1;ARIH1;ATG5,Ybx1,793,GO_Molecular_Function_2023
DNA Metabolic Process (GO:0006259),31/288,0.001332074814790985,2.999734468989042,43.57441404457158,BLM;PNKP;MCM10;SAMHD1;ORC5;POLD3;HPF1;ORC6;ORC1;ALKBH1;RUVBL2;ORC2;RBBP8;SMARCAD1;KMT5B;POLE;POLG;MUTYH;CTC1;TCF7L2;XRCC6;UBE2B;MCRS1;CHD1L;LRWD1;GTF2H4;REXO4;POLA2;UBE2V2;MMS19;RAD9A,Ybx1,793,GO_Biological_Process_2023
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),66/938,0.004603922714043356,1.9088594576177076,23.51651728546634,APP;PRDM4;ZMYND8;AKAP8L;CCNC;YBX1;RBPJ;GABPB1;MED15;IKBKB;PPP3CB;SALL1;RUVBL2;ZMIZ2;NCK2;PWWP2A;EP300;GABPA;GTF2I;SS18;PPP1R12A;TBP;CHUK;TFE3;MED8;CKAP2;PEX2;MED6;SENP1;MED22;THAP3;TFDP1;MED20;ZSCAN21;ARHGEF2;HDAC4;KMT2D;PAXIP1;MAX;SRF;GPS2;MOSPD1;RNF4;BCL2L12;NRIP1;APBB2;OTX2;RPRD1B;MAP2K5;E2F8;BRD4;SMAD2;TCF7L2;XRCC6;MCRS1;IRX3;RFXANK;USF2;VEGFA;SETX;FUBP3;MKRN2;SSBP3;NFE2L1;TAF2;SSBP4,Ybx1,793,GO_Biological_Process_2023
Endocytosis (GO:0006897),22/189,0.004603922714043356,3.2532600169311183,38.9593379916403,APP;RALBP1;TSC2;EPS15L1;PIK3C2A;TM9SF4;DNM2;GAK;AP3M1;CLN3;CYTH2;NECAP2;BIN3;HOOK2;BIN1;RAB34;PACSIN2;OCIAD1;ATP6V1H;PIP5K1C;CSNK1G2;PDLIM7,Ybx1,793,GO_Biological_Process_2023
Positive Regulation Of DNA-templated Transcription (GO:0045893),81/1243,0.004603922714043356,1.7666714208358314,21.022727518064492,APP;PRDM4;RNF14;AKAP8L;CCNC;CTCF;SGF29;YBX1;RBPJ;GABPB1;IKBKB;PPP3CB;SALL1;RUVBL2;ZMIZ2;NCK2;EP300;GABPA;CDK5RAP2;GTF2I;SS18;SMARCC1;PPP1R12A;CHUK;FBXW11;TFE3;CKAP2;PEX2;ARID1B;MED6;DNM2;SENP1;MED22;THAP3;ILF3;TFDP1;KAT6A;ZSCAN21;ARHGEF2;KMT2E;HDAC4;KMT2D;BLM;KDM3A;MAX;SRF;MAZ;GPS2;MOSPD1;RNF4;BCL2L12;MBTD1;DEAF1;NRIP1;APBB2;OTX2;RPRD1B;MTA3;MAP2K5;E2F8;BRD4;SMAD2;TCF7L2;XRCC6;MCRS1;IRX3;RFXANK;USF2;VEGFA;SETX;TFAP4;FUBP3;KANSL1;MKRN2;NAA16;QRICH1;MMS19;SSBP3;NFE2L1;TAF2;SSBP4,Ybx1,793,GO_Biological_Process_2023
DNA Replication Initiation (GO:0006270),7/21,0.005810061479891986,12.209287531806616,139.72063322251356,ORC5;POLA2;ORC6;ORC1;ORC2;MCM10;LRWD1,Ybx1,793,GO_Biological_Process_2023
DNA-templated DNA Replication (GO:0006261),12/69,0.006918037585655929,5.162072915964687,57.2315747088652,ORC5;POLD3;BLM;POLA2;ORC6;ORC1;PNKP;ORC2;MCM10;LRWD1;POLE;POLG,Ybx1,793,GO_Biological_Process_2023
Mitotic Spindle Organization (GO:0007052),13/85,0.011100138420967081,4.429398148148148,46.331329229128556,INTS13;KIF23;WRAP73;SPAST;STAG2;CENPH;PRC1;STMN1;TBCE;RCC1;FLNA;PIBF1;CLASP2,Ybx1,793,GO_Biological_Process_2023
DNA Repair (GO:0006281),27/291,0.013058657278349919,2.5291805126987894,25.61278397748824,BLM;MPG;PNKP;CIB1;POLD3;HPF1;ALKBH1;NSD2;RBBP8;PMS2;KMT5B;POLE;NHEJ1;PMS1;MUTYH;XRCC6;SLC30A9;UBE2B;RAD23A;CHD1L;GTF2H4;REXO4;SETX;UBE2V2;MMS19;RHNO1;RAD9A,Ybx1,793,GO_Biological_Process_2023
Regulation Of RNA Splicing (GO:0043484),14/102,0.013058657278349919,3.9045687944917726,38.71048168075289,RBM39;TIA1;SGF29;CLK4;CLK3;CLK2;SRPK1;CLK1;SETX;PTBP1;POLR2A;ESRP1;HNRNPH2;FAM50A,Ybx1,793,GO_Biological_Process_2023
Protein Transport (GO:0015031),28/313,0.013058657278349919,2.4300699461070976,23.814102382651562,SAR1A;ARHGAP1;MIA3;SCAMP4;GGA1;GOLGA4;DENND10;TLK1;ARFIP1;TMED5;SEC31A;RAB8B;CTSA;ACD;STX8;FAM91A1;SCAMP2;DNM2;SEC23IP;PREPL;RAB34;RABL3;PICK1;PREB;COPG2;ARHGEF2;VPS45;PHAF1,Ybx1,793,GO_Biological_Process_2023
Regulation Of Translation (GO:0006417),21/202,0.013058657278349919,2.859373658145593,27.997741922514646,EIF4A2;APP;GRB7;TIA1;CIRBP;CNOT10;MTIF2;YBX1;ILF3;EIF5;TCOF1;RPS6KB1;ALKBH1;CSDE1;MAPKAPK5;ZCCHC4;EIF4E2;EIF4G3;GAPDH;METAP1;EIF4G1,Ybx1,793,GO_Biological_Process_2023
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),10/56,0.013058657278349919,5.31984007996002,51.562482598961,SETX;MED22;TBP;PAXIP1;SRF;MED20;MED8;MED15;MED6;TAF2,Ybx1,793,GO_Biological_Process_2023
Peptidyl-Lysine Methylation (GO:0018022),7/27,0.013058657278349919,8.54382951653944,82.18196497667472,SUV39H2;EHMT2;SETD6;SMYD2;EHMT1;KMT5A;EEF1AKMT2,Ybx1,793,GO_Biological_Process_2023
