Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,event,type,gene_number,db
DNA Metabolic Process (GO:0006259),26/288,0.008380718487254876,2.727573578078807,30.025028929249473,MUS81;INO80B;RNASEH2A;FMR1;PDS5B;ORC6;POLD1;CHEK1;RBBP8;TOPBP1;POLG;MUTYH;TCF7L2;UBE2B;MGMT;KMT5C;ATRX;RECQL;REV1;GTF2H1;TERF2;REXO4;SUPV3L1;RAD52;MSH3;ERCC1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),8/35,0.011034221220287486,8.03547209181012,84.70688451946302,RBM39;TIA1;NCBP1;SLTM;PAPOLA;SAFB2;CDK11B;SRRM1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",13/94,0.011034221220287486,4.371123369232116,45.444047151355115,RBM39;RBM25;RBM47;TIA1;NCBP1;CELF1;FMR1;SRRM1;FXR1;THRAP3;PCBP4;TRA2B;RNPS1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Macromolecule Catabolic Process (GO:0009057),12/85,0.015305054877559933,4.472583336567193,44.309619455208775,MUS81;SUPV3L1;RNASEH2A;NCBP1;CHEK2;EXOSC8;PPT1;CLN8;USE1;REXO4;EXOSC1;SIDT2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
DNA Repair (GO:0006281),25/291,0.015305054877559933,2.5789582180559623,25.32002298018839,MUS81;RNASEH2A;FMR1;CIB1;PDS5B;CHEK2;POLD1;CHEK1;RBBP8;TOPBP1;MUTYH;UBE2B;MGMT;KMT5C;ASCC1;ATRX;RECQL;GTF2H1;RAD23A;FANCE;REXO4;RAD52;MSH3;ERCC1;ERCC6,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Protein Transport (GO:0015031),26/313,0.017281637301617216,2.4867072163702644,23.85026982379427,VPS29;LMAN2L;STXBP2;MIA2;MIA3;VPS26B;GGA1;GOLGA4;SCFD1;ARFIP1;STX3;RAB28;RAB6A;TMED5;SEC31A;STX8;ASPSCR1;TIMM44;DNM2;CENPF;SEC23IP;PPT1;CHMP2A;IFT27;COPG1;BLZF1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),31/411,0.01955263504348696,2.24454914579024,20.95024783381015,STXBP2;MIA2;MIA3;GOLGA4;AP5M1;RAB25;AP1G1;AP3S1;STX3;RAB11FIP3;VPS16;VTI1B;STX8;VTA1;AKTIP;RAB11A;EPN1;DNM2;EPN2;NECAP2;BIN3;HOOK2;BIN1;VPS41;OCIAD1;CHMP2A;KXD1;IFT27;OSBPL1A;EXOC2;CSNK1G2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),19/197,0.01955263504348696,2.917297584028548,27.0880352247926,COG8;SEC24B;LMAN2L;PITPNB;MIA2;MIA3;USE1;DNM2;GOLGA4;SCFD1;TRAPPC6B;SGSM2;TBC1D14;COPG1;RAB6A;SEC24C;TMED5;SEC31A;VTI1B,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Nucleobase-Containing Compound Catabolic Process (GO:0034655),8/44,0.026926183543846825,6.0237871674491394,53.05595447090364,MUS81;SUPV3L1;RNASEH2A;NCBP1;EXOSC8;EXOSC1;REXO4;SIDT2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Stress Granule Assembly (GO:0034063),6/24,0.026926183543846825,9.0187265917603,78.708570642931,DYNC1H1;TIA1;FMR1;CSDE1;UBAP2L;LSM14A,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Positive Regulation Of Hippo Signaling (GO:0035332),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,TIAL1;SRC;DLG5;SCHIP1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,FXR1;TIAL1;FMR1;PUM1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
RNA Catabolic Process (GO:0006401),9/57,0.026926183543846825,5.086565585331453,43.83104756575331,SUPV3L1;RNASEH2A;LSM6;NCBP1;METTL3;EXOSC8;EXOSC1;SIDT2;LSM2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
RNA Splicing (GO:0008380),12/98,0.028281286160844223,3.793925818565123,32.289201388056306,ARVCF;LSM6;NCBP1;PDCD7;PRPF3;TRA2B;WBP4;RNPS1;U2AF1;ZCRB1;SMNDC1;SRRM1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
mRNA Processing (GO:0006397),19/214,0.03503617656939861,2.6605993910714942,21.8327708461808,CPSF6;NCBP1;RNMT;CELF1;METTL3;WBP4;HNRNPR;U2AF1;SRRM1;LSM2;U2AF1L4;LSM6;PRPF3;TRA2B;HNRNPA2B1;PAPOLA;RNPS1;RPRD1B;RALY,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Regulation Of mRNA Polyadenylation (GO:1900363),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,CPSF6;NCBP1;HSF1;ZC3H14,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,FXR1;TIAL1;FMR1;PUM1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Macroautophagy (GO:0016236),12/104,0.04050295997258125,3.545387362975736,28.18908070943684,SRC;VTA1;MTMR14;NBR1;VPS41;CHMP2A;UBQLN1;WIPI2;SPG11;ATG5;VPS16;VTI1B,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Regulation Of Mitochondrion Organization (GO:0010821),8/50,0.041223865043562985,5.161636485580147,40.71923648281382,FLCN;MTCH2;RHOT1;MUL1;OMA1;DNM1L;MFF;CYRIB,Tra2b,SE,rmats,718,GO_Biological_Process_2023
DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing (GO:0010792),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Programmed Necrotic Cell Death (GO:0097300),4/11,0.043208012310014934,15.426170468187275,119.07788080046619,IPMK;PPIF;TRPM7;DNM1L,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Cell Cycle G2/M Phase Transition (GO:0044839),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,CHEK2;AKAP8L;ENSA;AKAP8;PKMYT1;TAF2;DNM2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
mRNA 3'-End Processing (GO:0031124),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,SCAF8;CPSF6;CPSF1;NCBP1;PAPOLA;RPRD1B;PEX2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",8/53,0.048891838583071105,4.816776212832551,36.03915499068926,FXR1;RBM25;RBM47;TIA1;THRAP3;FMR1;TRA2B;RNPS1,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Transcription By RNA Polymerase II (GO:0006366),17/192,0.048891838583071105,2.647801100468718,19.7328082958045,PBRM1;GTF2A2;CCNT1;NCBP1;PEX2;GTF2H1;RTF1;NFKB1;MED17;SCAF8;TFDP1;DEAF1;TAF1A;RPRD1B;POLR2H;ERCC6;TAF2,Tra2b,SE,rmats,718,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),291/5175,5.037466957057342e-16,2.0090540828245746,82.02280109091946,VPS29;SLC4A1AP;RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;AGFG1;TMPO;ESCO1;DDX11;SLC35C2;IFRD1;METTL3;DNTTIP1;RECQL;RFX1;ACTN4;SRRM1;NISCH;BIN1;TFAM;ANKRA2;BLZF1;LLGL2;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;SCFD1;RAB11FIP1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;RAB11FIP3;KAT14;TRMT1L;LHPP;VTI1B;SEC31A;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MIA3;MED17;SMG6;ING3;NELFB;AP3S1;NELFCD;SPTAN1;TMED5;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;GAK;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;GPRC5C;PTMA;RNMT;ZDHHC20;GPS1;AKAP8;GGA1;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RAB11A;RNF146;CENPF;SEC23IP;FABP5;CENPH;TTC3;HNRNPA2B1;NBR1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;COMT;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;CFAP410;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;TBC1D14;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;ANKRD27;CPSF6;CPSF1;UBE2B;VTA1;HMGA1;ASPSCR1;DNAJC13;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;IFT20;NSFL1C;UBOX5;DAB2;LSM6;HOOK2;NASP;CNOT2;TADA3;UBA2;MAN2B1;OSBPL1A;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;CEP164;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;AP1G1;UBTF;TLK2;HMG20B;BUD23;TOPBP1;DNM1L;YAF2;ILKAP;POLG;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PEX2;PPP2R5C;TRNAU1AP;REXO4;SENP1;EPN2;SUPV3L1;TRAF7;TFDP1;PKM;TFDP2;THRAP3;TRAPPC6B;TMBIM1;GAPDH;ITGB3BP;VAC14;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;BNIP2;RALY;POLR2H;DRAM2;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TNRC6A;TAF2;SSBP4,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Nucleus (GO:0005634),244/4487,5.183990297589112e-11,1.8245569023589114,52.167425477290124,RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;TMPO;ESCO1;DDX11;IFRD1;METTL3;DNTTIP1;RECQL;ACTN4;SRRM1;BIN1;TFAM;ANKRA2;BLZF1;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;KAT14;TRMT1L;LHPP;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MED17;SMG6;ING3;NELFB;NELFCD;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;PTMA;RNMT;GPS1;AKAP8;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RNF146;CENPF;FABP5;CENPH;TTC3;HNRNPA2B1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;CPSF6;CPSF1;UBE2B;HMGA1;ASPSCR1;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;NSFL1C;UBOX5;LSM6;NASP;CNOT2;TADA3;UBA2;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;UBTF;TLK2;HMG20B;BUD23;TOPBP1;YAF2;ILKAP;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PPP2R5C;TRNAU1AP;REXO4;SENP1;SUPV3L1;TFDP1;PKM;TFDP2;THRAP3;GAPDH;ITGB3BP;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;RALY;POLR2H;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TAF2;SSBP4,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Macropinosome (GO:0044354),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Pinosome (GO:0044352),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Chromosome (GO:0005694),18/164,0.0014011101786893393,3.3703326810176124,35.6014013810966,PBRM1;ESCO1;KRR1;FMR1;DNTTIP1;RECQL;PDS5B;RRP1B;MKI67;FANCE;SYCE2;STAG1;STAG2;CENPH;PPP1R7;EXOSC8;KMT5A;TOPBP1,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),70/1195,0.0016442515650178006,1.7434705075445815,17.819714491869348,SRP19;CCNT1;TMEM179B;FMR1;FAF2;HNRNPR;PIK3CB;MKI67;SMG6;CDC14B;EPB41L4A;UBTF;LRRFIP1;BUD23;TOPBP1;SPG11;NOM1;ESCO1;DDX11;TPM1;DNTTIP1;RECQL;VRK1;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;SAPCD2;BIN1;LDAH;GAPDH;MAD1L1;INO80B;AKAP8;RRBP1;PDS5B;PKMYT1;SPATA5;ADD1;FXR1;SYCE2;TCOF1;RACGAP1;CALD1;PPP1R7;EXOSC8;BNIP2;UTP20;ZC3H14;EXOSC1;COX10;NOP56;IDH3G;KRR1;RRP1B;FANCE;PTK2;CENPF;STAG1;LSM6;STAG2;ZZZ3;CENPH;TTC3;TSR1;CEP85;ERCC6,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Mitochondrial Membrane (GO:0031966),37/540,0.005092499133307485,2.028425628315277,17.9883136726049,SLC25A1;MRPS17;MTCH2;MTARC2;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;NDUFA10;OMA1;MFF;MRPL33;RCC1L;RHOT1;OPA1;NNT;MPV17;BID;DNM1L;COX10;PTCD3;TIMMDC1;MUL1;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;QTRT1;MRPS9;COQ2;KRAS;DAP3,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Nucleolus (GO:0005730),48/771,0.005092499133307485,1.8390041493775933,16.097118757747122,INO80B;SRP19;CCNT1;TMEM179B;FMR1;AKAP8;HNRNPR;PIK3CB;PKMYT1;MKI67;SMG6;CDC14B;FXR1;TCOF1;EXOSC8;UBTF;BNIP2;UTP20;POLR2H;BUD23;SPG11;ZC3H14;EXOSC1;COX10;NOP56;NOM1;IDH3G;KRR1;DDX11;DNTTIP1;VRK1;RRP1B;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;LSM6;STAG2;ZZZ3;CENPH;SAPCD2;TTC3;TSR1;CEP85;ERCC6,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Mitochondrial Inner Membrane (GO:0005743),28/370,0.005092499133307485,2.2473090939910163,19.36721551621701,MRPS17;SLC25A1;TAFAZZIN;TAMM41;COX15;SRC;TIMM9;NDUFA10;OMA1;MRPL33;RCC1L;OPA1;NNT;MPV17;COX10;PTCD3;TIMMDC1;IMMT;NME4;TIMM22;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;DAP3,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),15/143,0.005092499133307485,3.192900960170697,27.22185430990848,CKAP2;CDC7;HAUS2;CDC14B;FLCN;ZZZ3;NCOR1;RACGAP1;TFDP2;TADA3;MAP4;ECT2;LSM14A;MAD1L1;KAT14,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Nuclear Lumen (GO:0031981),48/780,0.005092499133307485,1.8155126009297773,15.403190396564492,INO80B;SRP19;CCNT1;TMEM179B;FMR1;AKAP8;HNRNPR;PIK3CB;PKMYT1;MKI67;SMG6;CDC14B;FXR1;TCOF1;EXOSC8;UBTF;BNIP2;UTP20;BUD23;SPG11;ZC3H14;EXOSC1;COX10;NOP56;NOM1;PBRM1;IDH3G;KRR1;DDX11;DNTTIP1;VRK1;RRP1B;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;LSM6;STAG2;ZZZ3;CENPH;SAPCD2;TTC3;TSR1;CEP85;ERCC6,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Vesicle Coat (GO:0030120),7/37,0.006775311924753781,6.318049695264885,51.250010265003695,SEC24B;NECAP2;COPG1;SEC24C;EPN1;SEC31A;EPN2,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Organelle Inner Membrane (GO:0019866),28/398,0.012204374159476974,2.074171562867215,15.438329242772022,SLC25A1;MRPS17;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;NDUFA10;OMA1;MRPL33;RCC1L;OPA1;NNT;MPV17;COX10;PTCD3;TIMMDC1;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;DAP3,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),9/76,0.030323297603307018,3.6405069153527148,23.513671773395952,TIAL1;FXR1;TIA1;STAU1;CELF1;FMR1;LARP4B;PUM1;LSM14A,Tra2b,SE,rmats,718,GO_Cellular_Component_2023
RNA Binding (GO:0003723),43/1411,3.99950586693505e-6,2.9195943351645104,52.6120438044232,TOP2A;ANKRD17;DDX49;CSTF2;NUDT1;NOLC1;PSIP1;BAZ2A;SMG5;RAD51AP1;MRPL4;MTHFSD;U2AF2;PCBP2;SAFB2;KHDC4;MTPAP;RBM5;AGFG1;PTCD3;RBM39;PRRC2C;ALG13;NOSIP;TRNAU1AP;APTX;PRRC2B;PTBP2;PRRC2A;SRPK1;GNL3;ATXN2L;TBL3;ILF3;SON;DALRD3;GEMIN5;ACIN1;RPL22L1;HNRNPC;TRIM32;METAP2;R3HDM2,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),12/228,0.0029634237966724994,4.7411450752062105,50.821518356411346,MAD2L2;HDAC5;NCOR1;TBP;MTA1;RNF25;MLX;BAZ2A;GATA4;TCF3;HIF1A;TRIM32,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
DNA Binding (GO:0003677),24/846,0.008404663825183498,2.5479498133135996,23.62291718011097,CTC1;TOP2A;TSG101;MPG;OGG1;NR1H2;HP1BP3;ATRX;GATA4;HIF1A;APTX;DEDD2;SIRT3;PSMC3IP;RAD51AP1;CAMSAP3;ILF3;MSH3;POLD1;PCBP2;MLX;SAFB2;TCF3;RBM5,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Histone H3K9 Methyltransferase Activity (GO:0046974),3/9,0.009217375125414673,41.497899159663866,368.9726608653976,SETD5;EHMT2;EHMT1,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Ubiquitin-Like Protein Ligase Binding (GO:0044389),12/289,0.011409865410901039,3.6855264609903364,31.160484868557575,BAG6;KDM4A;CHKB;TSG101;HGS;JKAMP;PCBP2;GLMN;NDUFS2;HIF1A;SCAMP3;SMG5,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Ubiquitin Binding (GO:0043130),6/80,0.01801419722062612,6.791834387579068,52.95964086275073,TOP2A;USPL1;TSG101;HGS;USP33;TRIM32,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Ubiquitin Protein Ligase Binding (GO:0031625),11/271,0.01801419722062612,3.586772575250836,27.480674755326547,BAG6;KDM4A;CHKB;TSG101;JKAMP;PCBP2;GLMN;NDUFS2;HIF1A;SCAMP3;SMG5,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),10/240,0.023192309550279504,3.675701110483719,26.74248983809731,UBE2F;TRAF7;RNF13;UHRF1;RNF25;TTC3;RNF181;CBLL1;TRIM32;CHFR,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Histone H3 Methyltransferase Activity (GO:0140938),4/36,0.026644004750959925,10.404535864978904,73.02895362610698,SETD5;PRMT2;EHMT2;EHMT1,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Transcription Corepressor Binding (GO:0001222),4/42,0.04306585409810065,8.75904952254053,56.35070334248876,HDAC5;EHMT2;EHMT1;WIZ,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Damaged DNA Binding (GO:0003684),4/45,0.04599929450818257,8.116908510857261,50.12635801439476,MPG;OGG1;POLD1;APTX,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
DNA-binding Transcription Factor Binding (GO:0140297),10/282,0.04599929450818257,3.101445123503947,18.827306588055155,MAD2L2;HDAC5;NCOR1;TBP;MTA1;MLX;GATA4;TCF3;HIF1A;HCFC1,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Lysine-Acetylated Histone Binding (GO:0070577),3/23,0.04599929450818257,12.440546218487395,74.23880784269058,BAZ2A;BRD9;BRD7,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Acetylation-Dependent Protein Binding (GO:0140033),3/23,0.04599929450818257,12.440546218487395,74.23880784269058,BAZ2A;BRD9;BRD7,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Nuclear Receptor Binding (GO:0016922),6/115,0.04599929450818257,4.602771813390591,27.197578017374518,NCOR1;PRMT2;BAZ2A;MMS19;TRIP12;HIF1A,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
U1 snRNA Binding (GO:0030619),2/7,0.04599929450818257,33.061087866108785,192.97435818299755,GEMIN5;HNRNPC,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Oxidized DNA Binding (GO:0032356),2/7,0.04599929450818257,33.061087866108785,192.97435818299755,MSH3;OGG1,Trim71,A3SS,rmats,241,GO_Molecular_Function_2023
Chromatin Remodeling (GO:0006338),15/228,1.7285387662777153e-4,6.090614483360339,96.96298864392395,HDAC5;KDM4A;GLMN;HP1BP3;ATRX;PSIP1;BAZ2A;HCFC1;GATAD2A;MTA1;BRD9;TRIP12;HNRNPC;BRD7;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
DNA Alkylation (GO:0006305),5/15,4.702155960219023e-4,41.84110169491525,595.2388257008578,EHMT2;ATRX;EHMT1;BAZ2A;GATAD2A,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Positive Regulation Of DNA Recombination (GO:0045911),7/51,0.0011554830480648348,13.40374902874903,172.93986318070827,RAD51AP1;MAD2L2;MORF4L1;MRGBP;MMS19;TRAPPC13;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
DNA Methylation (GO:0006306),5/20,0.0011554830480648348,27.887005649717516,352.32289963624635,EHMT2;ATRX;EHMT1;BAZ2A;GATAD2A,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),8/84,0.002223842175210729,8.892252089451096,104.53805952633112,RAD51AP1;MAD2L2;MORF4L1;MRGBP;MMS19;TRAPPC13;BRD7;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),7/71,0.004831746293252632,9.205729166666666,98.18438763033363,RAD51AP1;MAD2L2;MORF4L1;MRGBP;MMS19;TRAPPC13;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),13/268,0.004831746293252632,4.361059511523908,46.41754695030204,HDAC5;KDM4A;ATRX;EHMT1;PSIP1;BAZ2A;HCFC1;GATAD2A;MTA1;BRD9;HNRNPC;BRD7;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),19/557,0.008646741331206218,3.0576961720084395,30.35721707975746,RNF10;ENY2;PRMT2;CHUK;NR1H2;GATA4;HIF1A;ZFP90;HCFC1;GATAD2A;MAD2L2;MORF4L1;PPP3CB;ILF3;MRGBP;MTA1;MMS19;TCF3;OGT,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
DNA Repair (GO:0006281),13/291,0.008796905608803215,3.995535150826707,39.12880867432571,MPG;OGG1;ATRX;NUDT1;FANCE;APTX;MAD2L2;RAD51AP1;MTA1;MSH3;POLD1;MMS19;ATRIP,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),5/36,0.009603433469567366,13.482777474029524,129.43536762540563,RAD51AP1;MORF4L1;MRGBP;MMS19;HDGFL2,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Heterochromatin Organization (GO:0070828),5/39,0.01294696588136224,12.291251246261217,113.15327430588974,HDAC5;UHRF1;HP1BP3;BAZ2A;TRIP12,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Protein Deacetylation (GO:0006476),5/40,0.013431235394883853,11.939467312348668,108.43744599458638,HDAC5;MORF4L1;MTA1;GATAD2A;SIRT3,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
mRNA Splice Site Recognition (GO:0006376),4/29,0.0404225386528093,13.32253164556962,104.7319406854305,PRPF39;PSIP1;KHDC4;HNRNPC,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
Histone Modification (GO:0016570),6/81,0.0404225386528093,6.700936170212766,51.802058782977184,MORF4L1;HDAC5;ENY2;MTA1;MRGBP;GATAD2A,Trim71,A3SS,rmats,241,GO_Biological_Process_2023
